OID,PID
178,793
178,807
178,39
178,39
179,665
179,790
179,790
180,709
180,709
180,709
180,908
180,572
180,273
180,475
180,475
181,110
181,110
181,110
181,869
181,869
181,869
181,946
181,946
181,299
181,299
181,299
182,149
182,149
182,149
182,336
183,17
184,607
184,18
184,847
184,847
184,847
185,259
185,259
185,790
185,796
186,955
186,955
186,955
186,119
186,119
186,119
186,915
186,915
186,915
187,33
187,77
187,77
187,173
188,752
188,752
188,752
188,416
188,416
188,416
188,679
188,679
188,206
188,206
188,206
188,19
188,19
189,245
189,879
189,879
190,18
190,183
190,183
190,294
190,696
190,696
190,696
190,628
190,628
190,628
191,337
191,337
191,337
191,871
191,892
191,577
191,577
191,280
191,280
192,153
192,153
192,705
192,705
192,488
192,488
192,46
192,500
192,500
193,135
193,135
194,316
194,316
194,774
194,774
194,774
194,27
194,27
195,628
195,628
195,672
195,672
195,672
195,762
195,762
195,762
195,251
195,251
195,251
195,6
196,101
196,101
196,513
196,513
197,927
197,927
197,841
197,841
197,528
197,318
197,318
197,318
198,156
199,842
199,842
199,842
199,803
199,803
199,803
199,38
200,128
200,128
200,340
200,477
200,477
200,941
200,941
200,941
201,549
201,549
201,239
201,239
201,644
201,457
201,457
201,683
202,538
202,739
202,739
202,119
202,119
202,208
203,907
203,907
203,907
203,674
203,674
203,674
203,225
204,235
205,90
205,90
205,90
205,92
205,92
206,253
206,253
206,253
206,876
207,192
207,695
207,828
207,228
207,228
207,228
208,765
208,765
208,765
208,334
209,187
209,540
209,425
210,388
210,388
210,388
210,254
210,480
210,480
210,350
210,350
210,350
210,853
210,853
210,853
211,178
212,908
212,561
212,561
213,881
213,881
213,881
213,50
213,50
213,50
214,229
215,167
215,140
216,737
216,737
216,756
216,272
216,272
216,272
217,329
217,329
217,884
217,559
217,559
217,559
217,125
217,125
217,125
218,897
218,897
218,631
218,631
218,631
218,286
218,286
219,404
219,404
219,552
219,552
220,593
220,593
221,450
221,166
221,166
221,166
222,586
222,586
222,231
222,231
222,449
222,449
222,696
222,696
222,752
222,752
222,752
223,243
223,243
223,243
223,25
223,25
223,25
223,815
223,729
224,894
224,894
224,894
224,917
224,414
224,615
225,548
225,25
226,552
227,352
227,352
227,352
227,31
227,31
227,31
228,734
228,734
228,734
228,475
228,475
228,475
228,934
228,934
228,934
228,903
228,903
228,903
229,658
229,658
230,437
230,437
230,437
230,132
230,469
231,414
231,414
231,414
231,166
231,166
231,118
231,118
232,776
232,616
232,616
232,616
232,940
232,929
232,929
232,830
232,830
233,11
233,24
233,24
233,24
233,415
233,656
233,656
234,775
234,400
234,361
234,361
234,361
235,700
235,700
235,176
235,176
236,9
236,9
237,846
237,846
237,28
237,28
237,96
237,96
237,96
237,174
237,174
238,452
238,452
238,257
238,159
239,845
239,845
239,219
239,404
239,404
239,494
239,494
240,221
240,221
240,221
240,287
240,700
240,700
240,700
241,375
241,375
241,375
241,899
241,532
241,83
241,83
241,83
242,656
243,964
243,964
243,411
243,411
244,448
244,448
244,448
244,619
244,619
244,619
244,386
244,386
244,932
244,932
245,432
245,351
245,261
245,261
245,89
246,653
246,653
246,653
246,625
246,625
246,625
246,379
246,379
246,379
246,593
246,593
246,482
246,482
247,438
247,69
247,69
248,813
248,813
248,813
248,161
248,319
248,319
249,763
249,108
249,108
249,404
249,404
249,535
249,535
249,535
249,483
249,483
250,627
250,627
250,627
250,670
251,28
251,28
251,28
251,812
251,677
251,677
251,228
251,228
252,356
252,356
252,356
252,87
252,87
252,87
252,255
252,231
252,231
253,36
253,36
253,36
253,604
253,604
253,70
253,70
253,523
254,584
254,584
254,235
254,235
254,235
255,114
255,114
255,114
255,542
255,542
255,713
255,713
255,696
255,696
256,168
256,168
256,774
256,133
256,43
256,171
256,171
256,171
257,898
257,883
257,883
257,759
257,759
257,164
257,164
257,221
258,320
259,870
259,484
259,484
259,484
259,140
259,140
259,140
259,91
259,91
259,27
259,27
259,27
260,901
260,855
260,65
261,743
261,743
261,743
261,358
261,358
261,360
261,360
261,797
261,797
261,797
262,612
262,612
262,236
262,236
262,236
262,794
262,794
263,842
263,842
263,842
264,147
264,147
264,109
264,310
264,310
264,310
264,447
265,861
265,861
265,861
265,915
265,915
265,247
265,247
265,247
266,455
266,455
266,455
266,548
267,742
267,359
267,359
267,359
267,547
267,547
268,908
268,908
268,908
269,426
269,265
270,652
270,652
270,652
270,192
270,897
270,897
270,897
271,424
271,424
271,321
271,321
271,521
271,521
271,521
271,901
271,901
271,901
271,832
271,832
271,832
272,445
272,445
272,445
273,396
273,187
273,187
273,187
273,825
273,305
273,157
273,157
273,157
274,318
274,318
274,318
274,860
275,725
275,725
275,30
275,98
275,377
276,515
276,515
276,969
276,932
276,25
277,359
277,359
277,165
277,336
277,336
277,398
277,398
277,524
277,524
278,206
278,206
278,206
278,854
278,854
278,31
279,862
279,862
279,8
279,8
279,554
279,554
279,924
279,924
279,348
279,348
280,543
280,543
281,39
281,39
281,39
281,775
282,667
282,667
282,667
282,410
282,484
282,417
282,417
282,417
282,780
283,563
283,563
283,918
283,918
283,918
284,409
284,60
284,60
284,293
284,293
284,921
284,921
284,921
285,682
285,682
285,73
285,876
286,308
286,308
286,308
286,945
286,209
286,356
286,356
286,356
286,775
286,775
287,664
287,664
287,664
287,798
287,798
287,798
288,20
288,20
288,282
288,282
288,527
288,707
288,190
288,190
289,686
289,686
290,519
290,264
290,264
290,264
290,18
290,18
290,18
291,128
291,128
291,128
291,70
291,70
291,70
292,121
292,121
292,121
292,632
293,186
293,186
293,186
293,537
293,537
293,537
293,403
293,491
294,695
294,140
294,140
294,140
294,931
294,931
294,797
294,797
294,797
294,381
295,153
296,550
297,897
297,823
297,823
297,823
297,7
297,7
297,7
298,823
298,732
298,732
298,604
298,604
298,847
298,847
298,578
299,643
299,273
299,273
299,273
299,614
299,614
299,565
300,625
300,273
300,273
300,501
300,501
300,501
300,591
300,591
300,591
300,102
300,102
301,954
301,954
301,954
301,718
301,718
301,733
301,939
301,939
301,939
301,716
301,716
301,716
302,794
302,565
302,534
302,827
302,827
303,188
303,188
303,275
303,275
303,275
304,251
304,251
304,54
304,54
304,887
304,887
304,887
304,332
304,295
304,295
305,682
305,682
305,682
305,127
305,127
305,127
305,724
305,724
305,724
305,589
305,589
305,589
306,554
306,554
306,554
306,576
306,195
307,607
307,607
307,605
307,517
307,537
307,230
307,230
308,802
308,802
309,491
309,491
309,491
309,22
309,22
309,205
309,205
309,529
310,464
310,464
310,185
310,467
310,467
310,467
310,733
310,227
310,227
310,227
311,336
311,388
311,776
311,776
312,186
312,186
312,186
312,526
312,526
312,526
313,409
313,409
313,409
313,938
313,938
314,710
314,45
314,101
314,72
314,72
315,179
315,762
315,762
315,762
315,153
315,590
315,590
315,590
316,580
316,506
316,506
316,506
316,206
316,206
316,206
317,358
317,358
317,285
317,285
317,285
317,643
317,824
318,564
318,564
318,564
318,7
318,7
318,7
319,140
319,12
319,12
319,211
319,211
320,453
320,453
320,830
320,830
320,830
320,440
320,440
320,440
320,412
320,604
320,604
321,153
321,423
321,948
321,732
321,732
321,732
322,686
322,435
322,435
322,435
322,113
323,855
323,855
323,945
323,945
324,45
324,45
324,391
324,22
324,513
324,513
324,513
324,323
324,323
324,323
325,690
325,690
326,744
326,744
326,744
326,594
326,546
326,546
326,546
326,353
326,353
326,269
327,779
327,779
328,289
328,289
328,289
328,187
328,394
328,927
329,382
329,481
329,481
329,481
329,134
329,134
329,967
329,967
329,967
330,210
330,438
330,305
330,866
331,441
331,318
331,318
331,265
331,265
331,265
331,673
331,673
331,673
332,729
332,729
332,729
332,379
332,379
332,510
332,510
333,168
333,60
333,60
333,60
333,681
333,681
333,306
333,306
333,244
333,244
334,252
334,252
334,252
334,405
334,405
334,405
334,304
334,304
334,304
334,326
334,326
334,326
335,93
335,93
335,533
335,533
335,533
335,103
335,103
335,871
335,470
336,670
336,670
337,706
337,527
337,527
337,527
338,680
338,93
338,517
338,319
338,891
338,891
338,891
339,385
339,385
339,671
339,671
339,330
340,740
340,740
340,753
340,753
340,753
340,502
340,502
341,889
341,574
341,701
341,701
341,701
341,496
342,449
342,449
342,449
342,87
342,87
342,692
342,692
342,97
342,97
342,97
342,613
342,613
343,217
343,217
343,217
343,650
344,392
344,392
344,392
345,674
346,276
346,276
346,276
347,325
347,325
347,325
347,604
347,878
347,878
347,748
348,408
348,408
348,408
348,965
348,965
348,965
349,961
349,961
349,961
349,623
349,623
350,914
350,914
350,914
351,250
351,59
351,59
351,959
352,267
352,785
352,433
352,433
352,602
353,211
353,211
353,211
353,606
353,606
353,606
353,312
353,70
353,70
353,804
353,804
353,804
354,725
354,725
354,725
354,285
354,285
354,285
354,817
354,817
354,703
354,703
354,703
355,776
355,776
355,776
355,550
355,244
355,244
355,244
356,722
356,722
356,824
356,824
356,587
356,722
356,722
357,630
357,630
357,47
357,47
357,687
357,161
357,161
357,161
358,338
358,338
358,836
359,423
359,276
359,583
359,583
359,583
360,239
360,239
360,239
360,283
360,233
360,233
360,233
361,155
361,155
361,155
361,481
361,481
361,481
361,464
361,464
361,54
362,601
362,110
362,110
362,110
362,529
363,652
363,652
363,652
363,519
363,519
363,599
364,284
364,284
364,451
364,451
364,451
365,387
365,387
365,726
365,726
366,62
366,62
366,62
367,949
367,831
367,831
367,831
368,310
368,310
368,310
368,431
368,431
369,139
369,139
369,398
369,398
369,398
369,703
369,703
369,703
369,548
369,548
369,548
370,940
370,164
370,164
370,164
370,810
370,810
370,753
370,753
370,753
370,283
370,283
370,283
371,673
371,673
371,390
372,28
372,28
372,465
372,465
373,621
373,621
373,621
373,153
373,153
373,153
373,709
373,709
374,750
374,750
374,108
374,108
374,108
374,99
374,99
374,99
375,457
375,457
375,539
375,539
375,92
375,92
376,635
376,635
376,522
376,615
376,615
376,615
376,211
376,211
376,211
376,630
376,630
376,630
377,605
377,605
378,771
379,474
379,474
379,330
379,330
379,916
380,209
380,209
380,209
381,821
381,821
381,821
381,204
381,586
381,586
381,209
381,209
381,517
381,517
381,517
382,874
382,592
382,592
382,592
382,859
382,859
382,859
382,862
382,862
382,390
382,390
383,118
383,118
383,553
383,553
383,553
383,116
383,116
383,515
383,515
384,264
384,511
384,417
384,417
384,401
384,401
385,662
385,662
385,158
385,844
385,844
385,844
385,215
385,214
385,214
386,330
386,330
386,330
387,939
387,939
388,142
388,142
388,142
389,514
389,237
389,781
389,781
389,691
389,72
389,72
389,72
390,798
390,798
390,798
390,949
390,197
390,197
390,832
390,832
390,832
390,796
391,873
391,873
391,873
391,262
392,336
392,336
392,606
392,606
392,606
392,138
392,938
392,938
392,938
393,854
393,854
393,854
393,423
393,741
393,743
393,750
393,750
394,529
394,529
394,529
394,111
394,111
394,111
394,916
394,916
394,823
395,796
395,796
395,793
395,793
395,65
395,65
395,65
395,672
395,672
395,672
395,466
395,466
396,108
396,108
396,108
396,811
396,811
396,811
396,742
396,450
396,450
396,937
396,937
397,815
397,815
398,292
398,292
398,676
399,744
399,407
399,685
400,839
400,839
400,839
400,480
400,480
400,286
400,286
400,620
400,620
401,281
401,281
401,346
401,690
401,690
401,244
401,244
401,656
401,656
402,531
402,531
402,531
402,633
402,458
402,458
402,458
403,672
403,672
403,672
403,358
403,239
403,239
404,926
404,907
404,907
404,554
404,554
405,557
405,557
406,720
406,720
406,720
406,390
406,390
407,445
407,147
407,361
407,361
407,891
408,313
408,313
408,313
409,110
409,110
409,333
410,285
410,285
410,161
410,161
410,200
410,200
410,200
410,706
411,642
411,642
411,522
411,522
412,183
412,183
413,480
413,480
413,480
413,289
413,510
413,510
413,549
413,549
413,549
414,871
414,552
414,552
414,329
414,706
415,334
415,334
415,614
415,614
415,614
416,11
416,11
416,11
416,882
416,882
416,314
416,666
417,943
417,943
417,868
417,868
417,868
417,802
417,802
418,105
419,612
419,612
420,320
420,320
420,320
420,654
420,654
421,186
421,199
421,59
421,59
422,78
423,602
423,602
423,454
424,707
424,742
424,742
424,742
424,239
424,239
424,239
424,36
425,543
425,543
425,543
426,370
426,370
426,370
426,72
426,72
426,72
426,432
426,432
426,432
426,326
426,326
427,803
427,550
427,550
427,550
427,471
427,471
427,788
427,581
427,581
427,581
428,193
428,193
429,956
430,460
430,460
430,333
430,333
430,793
430,793
431,61
431,61
431,61
432,834
432,834
432,904
433,885
433,885
433,166
433,44
433,408
433,408
433,408
434,702
434,53
434,53
434,450
434,450
435,429
435,429
435,429
435,782
435,782
435,582
436,822
436,429
436,429
436,429
437,788
437,788
437,788
437,540
437,215
437,215
437,215
437,448
437,448
437,448
438,38
438,382
438,382
438,419
438,938
438,938
439,220
439,220
439,220
440,517
440,517
440,930
440,930
440,930
440,873
440,873
440,873
440,400
440,400
440,682
441,291
441,291
441,291
442,612
442,612
442,747
442,747
442,747
442,548
443,11
443,11
443,11
443,442
443,492
443,104
443,817
444,925
444,925
444,925
445,275
445,275
445,453
445,453
445,473
445,473
445,105
446,695
446,695
446,695
446,662
446,662
446,831
446,831
446,831
446,80
446,80
447,649
447,649
447,649
447,579
447,54
447,54
447,54
447,216
447,216
447,628
447,628
448,187
448,399
448,399
448,399
448,131
448,131
448,960
448,960
448,960
448,555
448,555
448,555
449,506
449,506
449,598
449,598
449,598
449,608
449,608
449,608
450,536
450,536
450,536
450,136
450,266
450,266
450,266
451,212
451,212
451,212
451,14
451,14
451,710
451,258
452,8
452,8
452,499
452,499
452,499
452,577
453,606
453,128
453,816
453,816
454,219
454,219
454,789
454,789
454,639
454,486
454,486
454,946
454,946
454,946
455,468
455,468
455,468
455,154
455,625
455,625
455,715
455,715
455,715
455,509
455,509
456,478
456,478
456,478
456,922
456,922
456,922
457,335
457,335
457,335
458,401
458,635
459,966
459,966
459,966
459,631
459,631
459,659
459,177
459,177
459,177
459,792
459,792
460,411
460,411
460,778
460,778
460,778
460,776
460,776
460,776
460,147
461,62
461,62
461,222
461,222
461,222
461,182
461,182
461,182
462,741
462,741
462,741
462,128
462,344
463,668
463,668
463,442
463,162
463,839
463,839
463,468
463,468
464,157
465,323
465,323
466,402
466,402
467,490
467,648
467,648
467,648
468,353
468,353
468,324
468,324
468,324
468,459
468,459
469,961
469,934
469,934
469,211
469,211
469,328
469,328
469,328
469,587
469,587
470,135
470,135
470,610
470,738
470,625
470,625
470,625
471,214
471,214
471,887
471,887
471,887
472,211
472,211
472,211
472,97
472,97
472,97
473,174
473,443
473,443
474,116
474,116
474,116
474,535
474,535
475,448
475,448
476,26
476,26
476,579
476,579
477,720
477,720
477,720
477,553
477,87
477,87
477,788
477,788
477,823
477,823
478,615
478,615
478,615
479,911
479,77
479,77
479,77
479,139
479,139
479,100
479,100
479,100
480,99
480,860
480,860
480,480
480,737
480,737
480,737
481,275
481,275
481,467
482,853
482,682
482,682
482,682
482,440
482,924
482,924
482,322
483,119
483,119
483,119
483,145
483,145
483,145
484,392
484,392
484,392
484,777
484,777
484,777
484,931
484,931
485,162
485,162
485,170
485,170
485,170
485,461
485,461
485,461
486,574
487,599
487,599
487,107
487,107
487,107
488,793
488,793
488,521
488,521
488,521
489,685
489,685
490,308
491,365
491,365
491,365
491,586
491,586
492,709
492,612
492,320
492,320
493,750
493,750
493,750
493,77
493,394
493,272
493,272
493,49
494,43
494,43
494,43
494,91
494,333
494,333
494,76
494,754
494,754
494,754
495,850
495,850
495,850
495,544
495,415
496,0
496,0
496,268
496,268
496,268
496,40
496,187
496,187
496,317
496,317
497,79
498,489
498,489
499,81
499,764
499,764
499,764
500,161
500,161
501,727
501,727
501,727
501,6
501,499
502,795
502,795
502,791
502,791
502,791
502,650
503,377
504,942
504,942
505,432
505,432
505,432
505,309
505,309
505,309
505,603
505,603
505,261
505,602
505,602
505,602
506,189
506,189
506,189
506,610
507,270
508,306
508,306
508,306
509,693
509,693
509,194
509,194
509,194
510,482
510,482
510,249
510,249
511,814
511,814
511,712
511,497
511,497
511,497
512,141
512,141
512,239
512,239
512,552
512,552
512,5
512,582
512,582
512,582
513,94
513,94
513,880
513,521
513,521
513,232
514,962
514,585
514,585
514,585
515,773
516,769
516,382
516,588
516,507
517,673
517,673
517,673
517,877
517,877
517,369
517,369
517,305
517,305
518,112
518,112
519,348
519,348
519,348
519,668
519,323
519,323
519,323
519,829
519,829
520,168
520,845
520,845
520,264
520,264
520,264
520,43
520,43
520,43
520,513
520,513
520,513
521,638
521,638
521,638
521,683
521,683
521,683
521,145
521,145
521,424
521,424
521,424
522,646
523,875
523,875
523,875
523,889
523,889
523,889
523,172
523,172
524,830
524,830
524,830
524,675
524,675
524,675
524,780
525,199
525,199
525,612
525,553
525,710
525,710
526,889
526,889
526,889
526,2
526,2
526,586
526,431
527,291
527,291
527,291
527,834
527,834
527,834
528,554
528,554
528,517
528,517
528,165
529,150
530,390
530,390
530,390
531,69
531,864
532,559
532,559
532,559
532,556
532,556
532,556
532,348
532,356
532,356
532,356
533,110
533,110
533,110
533,944
533,944
533,944
533,357
533,357
533,357
534,470
535,541
535,541
536,191
536,191
536,932
536,932
536,115
536,115
536,115
537,505
537,505
537,505
537,896
537,73
537,438
537,438
538,108
538,108
538,108
538,643
538,969
538,969
538,951
539,223
539,223
539,223
539,225
539,748
539,748
539,748
540,816
540,816
540,474
540,474
541,94
541,94
541,326
541,326
541,860
541,860
541,10
541,10
542,923
542,923
542,923
542,117
542,600
542,913
542,913
542,796
542,796
543,466
543,466
543,298
543,530
543,530
543,319
543,319
544,39
544,39
544,476
544,476
544,476
544,691
544,759
545,377
545,377
545,933
545,220
545,220
545,220
546,450
546,450
546,450
546,1
546,1
546,608
546,608
546,608
546,497
546,497
546,613
546,613
546,613
547,861
547,861
547,861
547,649
547,649
547,649
547,603
547,603
548,718
548,718
548,718
549,858
549,858
549,858
549,2
549,2
549,287
549,287
549,287
550,398
550,29
550,29
550,381
550,381
551,906
551,329
551,329
551,645
551,645
551,645
551,120
551,120
551,120
551,451
551,451
551,451
552,717
552,717
552,704
552,679
552,32
552,32
552,32
552,257
552,257
552,257
553,956
553,956
553,608
553,608
553,608
554,355
555,468
555,317
555,317
556,762
556,762
556,883
556,883
556,138
556,138
556,739
556,739
556,739
557,481
557,700
558,175
558,358
558,624
558,233
558,233
558,233
559,492
559,492
559,2
559,2
559,2
559,795
559,930
560,79
560,79
561,798
561,798
561,798
561,706
561,706
562,670
562,506
562,23
562,23
562,23
562,801
562,751
563,734
563,416
563,371
563,561
563,561
563,561
563,240
564,273
564,273
565,211
565,211
565,924
566,830
566,272
566,272
566,272
566,671
566,671
566,590
566,590
566,224
566,224
566,224
567,214
567,214
568,528
568,528
568,528
568,333
568,333
569,358
569,935
569,731
569,350
569,350
569,350
570,856
570,856
570,946
570,946
570,946
570,791
571,903
571,949
571,949
571,949
572,175
572,416
572,764
572,532
572,176
572,176
573,482
573,482
573,22
573,22
573,481
573,481
573,481
574,614
574,612
574,874
574,874
574,215
575,92
576,418
576,418
577,752
577,752
577,397
577,397
577,954
577,954
577,755
577,755
577,291
577,291
577,291
578,902
578,902
578,902
578,91
578,91
579,507
579,507
579,853
579,853
579,824
579,824
579,670
580,505
580,701
580,532
580,870
580,556
580,556
581,267
581,267
581,267
581,218
581,218
581,218
581,799
581,799
581,799
581,728
581,728
581,258
582,149
582,149
582,149
582,459
582,459
582,46
